case_name,stage,sensors,method,A_true_mm,A_id_mm,amp_error_mm,amp_error_percent,phi_id_rad,dx_id_mm,rmse_mv,weighted_rmse_mv,true_dg6_mm,true_mu6_mm_per_mm,cal_mu6_mm_per_mm,true_dmu6_mm_per_mm,fit_dg6_mm,fit_dmu6_mm_per_mm,noise_std_mv,point_count_full,point_count_fit,sg_template_rmse_mean_mv,notes
stage1_gap6_noise,stage1_gap_change,S136,gap_fixed_tilt,0.371092574690059,0.37225655604353,0.00116398135347168,0.313663337091519,0.405539358276457,0.00193241423532276,12.9395038458116,12.9628387096329,0.05,0,0,0,0.0503263817733481,0,12.9124767066443,18731,900,15.4166073546374,"CH6 gap change only, no initial tilt, with noise."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S13,superGaussian,0.371092574690059,0.367556529117288,-0.00353604557277071,-0.952874245927464,0.389448228364455,-0.00357526072952808,16.9831001007638,17.0342539280866,0,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"Initial tilt is calibrated; no gap change."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S13,fixed_template,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"Initial tilt is calibrated; no gap change."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S13,gap_fixed_tilt,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"Initial tilt is calibrated; no gap change."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S136,superGaussian,0.371092574690059,0.366013784469147,-0.00507879022091201,-1.36860464673913,0.387740005078412,-0.0042638499731599,15.3817768540395,15.593229658169,0,-0.05861216866524,-0.05861216866524,0,0,0,0,18731,900,15.4166073546374,"Initial tilt is calibrated; no gap change."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S136,fixed_template,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0,-0.05861216866524,-0.05861216866524,0,0,0,0,18731,900,15.4166073546374,"Initial tilt is calibrated; no gap change."
stage2_initial_tilt_only_clean,stage2_initial_tilt,S136,gap_fixed_tilt,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0,-0.05861216866524,-0.05861216866524,0,0,0,0,18731,900,15.4166073546374,"Initial tilt is calibrated; no gap change."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S13,superGaussian,0.371092574690059,0.367556529117288,-0.00353604557277071,-0.952874245927464,0.389448228364455,-0.00357526072952808,16.9831001007638,17.0342539280866,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S13,fixed_template,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S13,gap_fixed_tilt,0.371092574690059,0.371092574690059,0,0,0.4,0,0,0,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,0,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S136,superGaussian,0.371092574690059,0.326632063851424,-0.0444605108386343,-11.9809756031277,0.200154328821219,-0.0532586992294857,73.6244497045327,68.3196116313345,0.05,-0.05861216866524,-0.05861216866524,0,0,0,0,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S136,fixed_template,0.371092574690059,0.330612008266017,-0.040480566424042,-10.908481922025,0.215387288397624,-0.0490101687600438,72.7428031009048,66.980392918975,0.05,-0.05861216866524,-0.05861216866524,0,0,0,0,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_clean,stage2_gap_plus_initial_tilt,S136,gap_fixed_tilt,0.371092574690059,0.373262478546161,0.00216990385610211,0.584733838426824,0.406349193745504,0.0023206972697251,1.04293557127991,1.0766388995696,0.05,-0.05861216866524,-0.05861216866524,0,0.0504005563008669,0,0,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, no noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S13,superGaussian,0.371092574690059,0.366015075319514,-0.00507749937054419,-1.36825679543305,0.3847736437583,-0.00522575206983146,21.2107445040019,21.269117574789,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S13,fixed_template,0.371092574690059,0.369543497725497,-0.00154907696456191,-0.417436798851533,0.395502797606821,-0.00162915816003425,12.9675554594263,12.9831619454359,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S13,gap_fixed_tilt,0.371092574690059,0.36931490450585,-0.0017776701842086,-0.479036851031939,0.394196691410426,-0.00201307585740606,12.9733188148466,12.9887994230108,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S13,gap_tilt_residual,0.371092574690059,0.368818401140327,-0.00227417354973197,-0.612831865911462,0.396147924007292,-0.00124892335965883,12.9785582324917,12.9960020972858,0.05,-0.05861216866524,-0.05861216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S136,superGaussian,0.371092574690059,0.325974004727556,-0.0451185699625026,-12.1583057812963,0.19996046194403,-0.053520391336662,74.7867047778463,69.5071502519696,0.05,-0.05861216866524,-0.05861216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S136,fixed_template,0.371092574690059,0.329983146157291,-0.0411094285327674,-11.0779442480364,0.215380021853204,-0.0492402644013943,73.9581328519689,68.2300122314953,0.05,-0.05861216866524,-0.05861216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S136,gap_fixed_tilt,0.371092574690059,0.373142133572818,0.00204955888275987,0.552303932373665,0.407559564919638,0.00262616907096532,12.9472367305104,12.9687342548715,0.05,-0.05861216866524,-0.05861216866524,0,0.0504612909664694,0,12.9124767066443,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, with noise."
stage2_gap6_initial_tilt_noise,stage2_gap_plus_initial_tilt,S136,gap_tilt_residual,0.371092574690059,0.368722342940368,-0.00237023174969098,-0.638717104935507,0.404033539130742,0.00127392649749234,12.9408268319933,12.9627753487999,0.05,-0.05861216866524,-0.05861216866524,0,0.0499354661347199,0.00165247189900217,12.9124767066443,18731,900,15.4166073546374,"CH6 gap plus calibrated initial tilt, with noise."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S13,superGaussian,0.371092574690059,0.366015075319514,-0.00507749937054419,-1.36825679543305,0.3847736437583,-0.00522575206983146,21.2107445040019,21.269117574789,0.05,-0.05861216866524,-0.05361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S13,fixed_template,0.371092574690059,0.369543497725497,-0.00154907696456191,-0.417436798851533,0.395502797606821,-0.00162915816003425,12.9675554594263,12.9831619454359,0.05,-0.05861216866524,-0.05361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S13,gap_fixed_tilt,0.371092574690059,0.36931490450585,-0.0017776701842086,-0.479036851031939,0.394196691410426,-0.00201307585740606,12.9733188148466,12.9887994230108,0.05,-0.05861216866524,-0.05361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S13,gap_tilt_residual,0.371092574690059,0.368818401140327,-0.00227417354973197,-0.612831865911462,0.396147924007292,-0.00124892335965883,12.9785582324917,12.9960020972858,0.05,-0.05861216866524,-0.05361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S136,superGaussian,0.371092574690059,0.325974004727556,-0.0451185699625026,-12.1583057812963,0.19996046194403,-0.053520391336662,74.7867047778463,69.5071502519696,0.05,-0.05861216866524,-0.05361216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S136,fixed_template,0.371092574690059,0.329983146157291,-0.0411094285327674,-11.0779442480364,0.215380021853204,-0.0492402644013943,73.9581328519689,68.2300122314953,0.05,-0.05861216866524,-0.05361216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S136,gap_fixed_tilt,0.371092574690059,0.373455510652085,0.00236293596202658,0.636751075927654,0.407108799596826,0.00236106523937268,12.9582751225325,12.9806156374503,0.05,-0.05861216866524,-0.05361216866524,0,0.0505956883906026,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_plus,stage3_tilt_cal_error,S136,gap_tilt_residual,0.371092574690059,0.36922140666383,-0.00187116802622889,-0.504232138784159,0.404463803620395,0.00122767322668315,12.9737087084939,13.0004591176463,0.05,-0.05861216866524,-0.05361216866524,0,0.0499368881067203,0.0019479925154159,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error +0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S13,superGaussian,0.371092574690059,0.366015075319514,-0.00507749937054419,-1.36825679543305,0.3847736437583,-0.00522575206983146,21.2107445040019,21.269117574789,0.05,-0.05861216866524,-0.06361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S13,fixed_template,0.371092574690059,0.369543497725497,-0.00154907696456191,-0.417436798851533,0.395502797606821,-0.00162915816003425,12.9675554594263,12.9831619454359,0.05,-0.05861216866524,-0.06361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S13,gap_fixed_tilt,0.371092574690059,0.36931490450585,-0.0017776701842086,-0.479036851031939,0.394196691410426,-0.00201307585740606,12.9733188148466,12.9887994230108,0.05,-0.05861216866524,-0.06361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S13,gap_tilt_residual,0.371092574690059,0.368818401140327,-0.00227417354973197,-0.612831865911462,0.396147924007292,-0.00124892335965883,12.9785582324917,12.9960020972858,0.05,-0.05861216866524,-0.06361216866524,0,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S136,superGaussian,0.371092574690059,0.325974004727556,-0.0451185699625026,-12.1583057812963,0.19996046194403,-0.053520391336662,74.7867047778463,69.5071502519696,0.05,-0.05861216866524,-0.06361216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S136,fixed_template,0.371092574690059,0.329983146157291,-0.0411094285327674,-11.0779442480364,0.215380021853204,-0.0492402644013943,73.9581328519689,68.2300122314953,0.05,-0.05861216866524,-0.06361216866524,0,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S136,gap_fixed_tilt,0.371092574690059,0.372639220328726,0.00154664563866774,0.416781618430259,0.408427421996312,0.00265600667271463,12.9496020463204,12.9703400839384,0.05,-0.05861216866524,-0.06361216866524,0,0.0504328297135535,0,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error -0.005."
stage3_gap6_tilt_cal_error_minus,stage3_tilt_cal_error,S136,gap_tilt_residual,0.371092574690059,0.369131415607446,-0.0019611590826123,-0.52848243709815,0.405463061100928,0.00169073100427469,12.9391485675493,12.9562059673915,0.05,-0.05861216866524,-0.06361216866524,0,0.0500993529226379,0.0011224242606813,12.9124767066443,18731,900,15.4166073546374,"CH6 tilt calibration error -0.005."
stage4_tilt_change6_noise,stage4_tilt_change,S13,superGaussian,0.371092574690059,0.366015075319514,-0.00507749937054419,-1.36825679543305,0.3847736437583,-0.00522575206983146,21.2107445040019,21.269117574789,0,-0.05861216866524,-0.05861216866524,0.005,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S13,fixed_template,0.371092574690059,0.369543497725497,-0.00154907696456191,-0.417436798851533,0.395502797606821,-0.00162915816003425,12.9675554594263,12.9831619454359,0,-0.05861216866524,-0.05861216866524,0.005,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S13,gap_fixed_tilt,0.371092574690059,0.36931490450585,-0.0017776701842086,-0.479036851031939,0.394196691410426,-0.00201307585740606,12.9733188148466,12.9887994230108,0,-0.05861216866524,-0.05861216866524,0.005,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S13,gap_tilt_residual,0.371092574690059,0.368818401140327,-0.00227417354973197,-0.612831865911462,0.396147924007292,-0.00124892335965883,12.9785582324917,12.9960020972858,0,-0.05861216866524,-0.05861216866524,0.005,NaN,NaN,12.9124767066443,12453,900,16.6918713984285,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S136,superGaussian,0.371092574690059,0.367046195077949,-0.00404637961210985,-1.09039627523926,0.372489368921671,-0.00996945118971172,20.2148255713667,20.3075160600226,0,-0.05861216866524,-0.05861216866524,0.005,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S136,fixed_template,0.371092574690059,0.3720258612936,0.000933286603541805,0.251496976009638,0.385140806047724,-0.00565679753552079,14.1262815020029,14.2032461495321,0,-0.05861216866524,-0.05861216866524,0.005,0,0,12.9124767066443,18731,900,15.4166073546374,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S136,gap_fixed_tilt,0.371092574690059,0.374445035658398,0.00335246096833935,0.903402869523696,0.391009426105213,-0.00325573696373067,14.1089673616389,14.2687877504824,0,-0.05861216866524,-0.05861216866524,0.005,0.00101381218437787,0,12.9124767066443,18731,900,15.4166073546374,"CH6 high-speed residual tilt change only."
stage4_tilt_change6_noise,stage4_tilt_change,S136,gap_tilt_residual,0.371092574690059,0.372458350679182,0.0013657759891233,0.368041853239454,0.394115676802003,-0.00291795587610246,13.0874211974197,13.1196856137325,0,-0.05861216866524,-0.05861216866524,0.005,1.03692201879921e-05,0.0032549552367844,12.9124767066443,18731,900,15.4166073546374,"CH6 high-speed residual tilt change only."
