case_name,sensors,method,seed_policy,dmu_limit_mm_per_mm,A_true_mm,A_id_mm,amp_error_mm,amp_error_percent,A_minus_gap_only_warm_start_mm,phi_id_rad,d0_id_mm,weighted_rmse_v,true_dg6_mm,true_dmu6_mm_per_mm,fit_dg6_mm,fit_dmu6_mm_per_mm,fit_dmu_limit_cfg
dg_clean,S136,gap_tilt,independent,0.005,0.371092574690059,0.356758117238472,-0.0143344574515862,-3.86277129461793,NaN,0.41587222884141,0.00821305964488036,0.0106961955052393,0.05,0,0.0255450786131779,0.00329055060748187,0.005
dg_clean,S136,gap_tilt,gap_only_zero_dmu_start,0.005,0.371092574690059,0.371269049423705,0.000176474733646403,0.04755544726105,-0.00198902541925072,0.403329294814236,0.00114519005903117,4.98537194725508e-05,0.05,0,0.0489371053933485,-0.000274908801770256,0.005
dg_clean,S136,gap_tilt,truth_start,0.005,0.371092574690059,0.371092574690059,0,0,NaN,0.4,0,0,0.05,0,0.05,0,0.005
dg_clean,S136,gap_tilt,independent,0.01,0.371092574690059,0.356758117238472,-0.0143344574515862,-3.86277129461793,NaN,0.41587222884141,0.00821305964488036,0.0106961955052393,0.05,0,0.0255450786131779,0.00329055060748187,0.01
dg_clean,S136,gap_tilt,gap_only_zero_dmu_start,0.01,0.371092574690059,0.371269049423705,0.000176474733646403,0.04755544726105,-0.00198902541925072,0.403329294814236,0.00114519005903117,4.98537194725508e-05,0.05,0,0.0489371053933485,-0.000274908801770256,0.01
dg_clean,S136,gap_tilt,truth_start,0.01,0.371092574690059,0.371092574690059,0,0,NaN,0.4,0,0,0.05,0,0.05,0,0.01
dg_clean,S136,gap_tilt,independent,0.03,0.371092574690059,0.356758117238472,-0.0143344574515862,-3.86277129461793,NaN,0.41587222884141,0.00821305964488036,0.0106961955052393,0.05,0,0.0255450786131779,0.00329055060748187,0.03
dg_clean,S136,gap_tilt,gap_only_zero_dmu_start,0.03,0.371092574690059,0.371269049423705,0.000176474733646403,0.04755544726105,-0.00198902541925072,0.403329294814236,0.00114519005903117,4.98537194725508e-05,0.05,0,0.0489371053933485,-0.000274908801770256,0.03
dg_clean,S136,gap_tilt,truth_start,0.03,0.371092574690059,0.371092574690059,0,0,NaN,0.4,0,0,0.05,0,0.05,0,0.03
dg_clean,S136,gap_tilt,independent,0.08,0.371092574690059,0.356758117238472,-0.0143344574515862,-3.86277129461793,NaN,0.41587222884141,0.00821305964488036,0.0106961955052393,0.05,0,0.0255450786131779,0.00329055060748187,0.08
dg_clean,S136,gap_tilt,gap_only_zero_dmu_start,0.08,0.371092574690059,0.371269049423705,0.000176474733646403,0.04755544726105,-0.00198902541925072,0.403329294814236,0.00114519005903117,4.98537194725508e-05,0.05,0,0.0489371053933485,-0.000274908801770256,0.08
dg_clean,S136,gap_tilt,truth_start,0.08,0.371092574690059,0.371092574690059,0,0,NaN,0.4,0,0,0.05,0,0.05,0,0.08
dg_noise,S136,gap_only,independent,NaN,0.371092574690059,0.368999095994644,-0.00209347869541421,-0.564139203583556,NaN,0.400337502792195,0.000288870488256874,0.012757089468399,0.05,0,0.0475967208925794,0,0.08
dg_noise,S136,gap_tilt,independent,0,0.371092574690059,0.349215948463638,-0.0218766262264208,-5.89519373829897,NaN,0.384136671583625,-0.00710275464139989,0.015422632347668,0.05,0,0.0316933640837755,-6.35875007307765e-05,0
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0,0.371092574690059,0.370950685811748,-0.000141888878310847,-0.0382354398843348,0.00195158981710336,0.399380707930932,4.80016608633018e-05,0.0127334084238924,0.05,0,0.0496832564228998,1.86317750438325e-07,0
dg_noise,S136,gap_tilt,truth_start,0,0.371092574690059,0.370918405005745,-0.000174169684313774,-0.0469342951578169,NaN,0.399385114713235,5.22397185064526e-05,0.0127334234134874,0.05,0,0.0496538908899826,3.50486517892783e-08,0
dg_noise,S136,gap_tilt,independent,0.001,0.371092574690059,0.345785484347229,-0.0253070903428299,-6.81961647008613,NaN,0.416630692670546,0.001156671459269,0.0242027482199648,0.05,0,0.0074949137529853,-0.000950504993735665,0.001
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.001,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.001
dg_noise,S136,gap_tilt,truth_start,0.001,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.001
dg_noise,S136,gap_tilt,independent,0.003,0.371092574690059,0.345604886224482,-0.0254876884655765,-6.86828306571863,NaN,0.414039292847558,0.000488992914641184,0.0188116031071406,0.05,0,0.0294858065461711,0.00186993230070994,0.003
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.003,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.003
dg_noise,S136,gap_tilt,truth_start,0.003,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.003
dg_noise,S136,gap_tilt,independent,0.005,0.371092574690059,0.347629988986853,-0.0234625857032051,-6.32256943508001,NaN,0.397765013465902,0.00116923805249394,0.0176685590145505,0.05,0,0.0270452567408469,0.000793325437953936,0.005
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.005,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.005
dg_noise,S136,gap_tilt,truth_start,0.005,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.005
dg_noise,S136,gap_tilt,independent,0.01,0.371092574690059,0.353351794042328,-0.0177407806477307,-4.78068866307768,NaN,0.423916200056159,0.000724139834697773,0.0180557744519264,0.05,0,0.0266472529849797,-0.00782117126660043,0.01
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.01,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.01
dg_noise,S136,gap_tilt,truth_start,0.01,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.01
dg_noise,S136,gap_tilt,independent,0.03,0.371092574690059,0.353105482093549,-0.0179870925965099,-4.8470634615993,NaN,0.42776014409706,0.00333389333581156,0.0145806136006264,0.05,0,0.0275186177924882,-0.00177898708088171,0.03
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.03,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.03
dg_noise,S136,gap_tilt,truth_start,0.03,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.03
dg_noise,S136,gap_tilt,independent,0.08,0.371092574690059,0.353105482093549,-0.0179870925965099,-4.8470634615993,NaN,0.42776014409706,0.00333389333581156,0.0145806136006264,0.05,0,0.0275186177924882,-0.00177898708088171,0.08
dg_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.08,0.371092574690059,0.370970455982751,-0.000122118707307106,-0.0329078821933048,0.0019713599881071,0.400507522600908,0.000439449939368676,0.0127334007257515,0.05,0,0.0492893428881696,-7.36025008058951e-05,0.08
dg_noise,S136,gap_tilt,truth_start,0.08,0.371092574690059,0.370779785572016,-0.000312789118042389,-0.0842887029748937,NaN,0.396905713183717,-0.000805367366514282,0.012733238490428,0.05,0,0.0504501716955953,0.000222393051173607,0.08
dg_dmu_noise,S136,gap_only,independent,NaN,0.371092574690059,0.395121943714022,0.0240293690239635,6.47530310840446,NaN,0.631297949857772,0.0848221772703376,0.031209506603737,0.03,0.03,-0.0501851852996335,0,0.08
dg_dmu_noise,S136,gap_tilt,independent,0,0.371092574690059,0.420706376780734,0.0496138020906756,13.3696563807868,NaN,0.56341219397149,0.0635593444237691,0.0339447219456793,0.03,0.03,0.0066776327543443,2.76087155954972e-05,0
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0,0.371092574690059,0.400955823683387,0.0298632489933287,8.0473852160127,0.00583387996936513,0.617345245912953,0.0818916442267404,0.0310135891541105,0.03,0.03,-0.0398403719962555,1.6198015974773e-05,0
dg_dmu_noise,S136,gap_tilt,truth_start,0,0.371092574690059,0.371937043066554,0.000844468376495155,0.227562725338945,NaN,0.456145410086418,-7.50495910386484e-05,0.0448478283792926,0.03,0.03,0.0286707268254345,5.84589605247273e-05,0
dg_dmu_noise,S136,gap_tilt,independent,0.001,0.371092574690059,0.362943660511422,-0.008148914178637,-2.19592488085839,NaN,0.474683798558304,0.00654846413623731,0.0413025594067395,0.03,0.03,0.00851591459234531,0.0010136717069132,0.001
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.001,0.371092574690059,0.402127551078955,0.0310349763888967,8.36313591421696,0.00700560736493316,0.618535980837718,0.0828893074365543,0.0292899818967828,0.03,0.03,-0.039903207588519,0.00101692488605842,0.001
dg_dmu_noise,S136,gap_tilt,truth_start,0.001,0.371092574690059,0.374060477162013,0.00296790247195466,0.799774146500639,NaN,0.455113975262371,0.000367694836309342,0.043400044537688,0.03,0.03,0.0314660278255251,0.00103177219028713,0.001
dg_dmu_noise,S136,gap_tilt,independent,0.003,0.371092574690059,0.366006072202336,-0.00508650248772219,-1.37068290627224,NaN,0.485321848394907,0.0128840261289877,0.0385588655995917,0.03,0.03,0.0151036559824401,0.0023928381551728,0.003
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.003,0.371092574690059,0.391026258611852,0.019933683921793,5.37162025902617,-0.00409568510217051,0.616523581823703,0.0789202845604134,0.0260429509436873,0.03,0.03,-0.0463400219658105,0.00300934043735921,0.003
dg_dmu_noise,S136,gap_tilt,truth_start,0.003,0.371092574690059,0.37852917584439,0.00743660115433159,2.00397465795233,NaN,0.467461685705887,0.00628920713284141,0.0388034637867484,0.03,0.03,0.0266158475547631,0.00304930370719318,0.003
dg_dmu_noise,S136,gap_tilt,independent,0.005,0.371092574690059,0.367755227980089,-0.00333734670996971,-0.899329961737205,NaN,0.455043030381534,0.0135881303650427,0.0370108703298542,0.03,0.03,0.00445945471958297,0.00506953799888404,0.005
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.005,0.371092574690059,0.402961945055242,0.0318693703651833,8.58798384521733,0.00784000134121976,0.638257723714739,0.0918505112467362,0.0236035056370139,0.03,0.03,-0.0483681597287948,0.00500176883777039,0.005
dg_dmu_noise,S136,gap_tilt,truth_start,0.005,0.371092574690059,0.367441931914978,-0.00365064277508026,-0.983755274038917,NaN,0.464384242822842,0.00283629842469893,0.0369538983913705,0.03,0.03,0.0167229361594047,0.00502467094231224,0.005
dg_dmu_noise,S136,gap_tilt,independent,0.01,0.371092574690059,0.359408540071957,-0.0116840346181012,-3.14854982691581,NaN,0.466248482504647,0.00798029946556441,0.0304511973586288,0.03,0.03,-0.00201775538277344,0.0100399477965013,0.01
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.01,0.371092574690059,0.399614128284799,0.0285215535947406,7.68583246877471,0.00449218457077705,0.604320370024436,0.0766865420784766,0.016088602602401,0.03,0.03,-0.0340113558591526,0.0100068171845602,0.01
dg_dmu_noise,S136,gap_tilt,truth_start,0.01,0.371092574690059,0.376887026603118,0.00579445191305911,1.56145725036366,NaN,0.468206254615725,0.010417940297919,0.0289559785065377,0.03,0.03,0.0195315029300959,0.0100688649123686,0.01
dg_dmu_noise,S136,gap_tilt,independent,0.03,0.371092574690059,0.351781793047679,-0.0193107816423794,-5.20376395526318,NaN,0.447783416752384,0.0127989946029324,0.0149545862665971,0.03,0.03,-0.0026179584538605,0.0264496292729432,0.03
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.03,0.371092574690059,0.38486614360741,0.0137735689173509,3.71162611616651,-0.0102558001066126,0.55974342717085,0.0570380599676425,0.0127792014418949,0.03,0.03,-0.0228127963045566,0.0163328840036985,0.03
dg_dmu_noise,S136,gap_tilt,truth_start,0.03,0.371092574690059,0.372235209343933,0.00114263465387471,0.307910945086695,NaN,0.418747671869766,0.00691125543201764,0.0125983458875353,0.03,0.03,0.0235903341556572,0.0283962064231725,0.03
dg_dmu_noise,S136,gap_tilt,independent,0.08,0.371092574690059,0.351781793047679,-0.0193107816423794,-5.20376395526318,NaN,0.447783416752384,0.0127989946029324,0.0149545862665971,0.03,0.03,-0.0026179584538605,0.0264496292729432,0.08
dg_dmu_noise,S136,gap_tilt,gap_only_zero_dmu_start,0.08,0.371092574690059,0.38486614360741,0.0137735689173509,3.71162611616651,-0.0102558001066126,0.55974342717085,0.0570380599676425,0.0127792014418949,0.03,0.03,-0.0228127963045566,0.0163328840036985,0.08
dg_dmu_noise,S136,gap_tilt,truth_start,0.08,0.371092574690059,0.372182330129563,0.0010897554395049,0.293661343241664,NaN,0.420154542461671,0.00734619624099051,0.0125974516258923,0.03,0.03,0.0231076825342652,0.0282741162377802,0.08
